Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	MIAPACA_1 Spectral Count	MIAPACA_2 Spectral Count	MIAPACA_3 Spectral Count	MIAPACA_4 Spectral Count	MIAPACA_5 Spectral Count	MIAPACA_AG205_1 Spectral Count	MIAPACA_AG205_2 Spectral Count	MIAPACA_AG205_3 Spectral Count	MIAPACA_AG205_4 Spectral Count	MIAPACA_AG205_5 Spectral Count	PGRMC1_1 Spectral Count	PGRMC1_2 Spectral Count	PGRMC1_3 Spectral Count	PGRMC1_4 Spectral Count	PGRMC1_5 Spectral Count	PGRMC1_AG205_1 Spectral Count	PGRMC1_AG205_2 Spectral Count	PGRMC1_AG205_3 Spectral Count	PGRMC1_AG205_4 Spectral Count	PGRMC1_AG205_5 Spectral Count	MIAPACA_1 Unique Spectral Count	MIAPACA_2 Unique Spectral Count	MIAPACA_3 Unique Spectral Count	MIAPACA_4 Unique Spectral Count	MIAPACA_5 Unique Spectral Count	MIAPACA_AG205_1 Unique Spectral Count	MIAPACA_AG205_2 Unique Spectral Count	MIAPACA_AG205_3 Unique Spectral Count	MIAPACA_AG205_4 Unique Spectral Count	MIAPACA_AG205_5 Unique Spectral Count	PGRMC1_1 Unique Spectral Count	PGRMC1_2 Unique Spectral Count	PGRMC1_3 Unique Spectral Count	PGRMC1_4 Unique Spectral Count	PGRMC1_5 Unique Spectral Count	PGRMC1_AG205_1 Unique Spectral Count	PGRMC1_AG205_2 Unique Spectral Count	PGRMC1_AG205_3 Unique Spectral Count	PGRMC1_AG205_4 Unique Spectral Count	PGRMC1_AG205_5 Unique Spectral Count	MIAPACA_1 Total Spectral Count	MIAPACA_2 Total Spectral Count	MIAPACA_3 Total Spectral Count	MIAPACA_4 Total Spectral Count	MIAPACA_5 Total Spectral Count	MIAPACA_AG205_1 Total Spectral Count	MIAPACA_AG205_2 Total Spectral Count	MIAPACA_AG205_3 Total Spectral Count	MIAPACA_AG205_4 Total Spectral Count	MIAPACA_AG205_5 Total Spectral Count	PGRMC1_1 Total Spectral Count	PGRMC1_2 Total Spectral Count	PGRMC1_3 Total Spectral Count	PGRMC1_4 Total Spectral Count	PGRMC1_5 Total Spectral Count	PGRMC1_AG205_1 Total Spectral Count	PGRMC1_AG205_2 Total Spectral Count	PGRMC1_AG205_3 Total Spectral Count	PGRMC1_AG205_4 Total Spectral Count	PGRMC1_AG205_5 Total Spectral Count	MIAPACA_1 Intensity	MIAPACA_2 Intensity	MIAPACA_3 Intensity	MIAPACA_4 Intensity	MIAPACA_5 Intensity	MIAPACA_AG205_1 Intensity	MIAPACA_AG205_2 Intensity	MIAPACA_AG205_3 Intensity	MIAPACA_AG205_4 Intensity	MIAPACA_AG205_5 Intensity	PGRMC1_1 Intensity	PGRMC1_2 Intensity	PGRMC1_3 Intensity	PGRMC1_4 Intensity	PGRMC1_5 Intensity	PGRMC1_AG205_1 Intensity	PGRMC1_AG205_2 Intensity	PGRMC1_AG205_3 Intensity	PGRMC1_AG205_4 Intensity	PGRMC1_AG205_5 Intensity	MIAPACA_1 Unique Intensity	MIAPACA_2 Unique Intensity	MIAPACA_3 Unique Intensity	MIAPACA_4 Unique Intensity	MIAPACA_5 Unique Intensity	MIAPACA_AG205_1 Unique Intensity	MIAPACA_AG205_2 Unique Intensity	MIAPACA_AG205_3 Unique Intensity	MIAPACA_AG205_4 Unique Intensity	MIAPACA_AG205_5 Unique Intensity	PGRMC1_1 Unique Intensity	PGRMC1_2 Unique Intensity	PGRMC1_3 Unique Intensity	PGRMC1_4 Unique Intensity	PGRMC1_5 Unique Intensity	PGRMC1_AG205_1 Unique Intensity	PGRMC1_AG205_2 Unique Intensity	PGRMC1_AG205_3 Unique Intensity	PGRMC1_AG205_4 Unique Intensity	PGRMC1_AG205_5 Unique Intensity	MIAPACA_1 Total Intensity	MIAPACA_2 Total Intensity	MIAPACA_3 Total Intensity	MIAPACA_4 Total Intensity	MIAPACA_5 Total Intensity	MIAPACA_AG205_1 Total Intensity	MIAPACA_AG205_2 Total Intensity	MIAPACA_AG205_3 Total Intensity	MIAPACA_AG205_4 Total Intensity	MIAPACA_AG205_5 Total Intensity	PGRMC1_1 Total Intensity	PGRMC1_2 Total Intensity	PGRMC1_3 Total Intensity	PGRMC1_4 Total Intensity	PGRMC1_5 Total Intensity	PGRMC1_AG205_1 Total Intensity	PGRMC1_AG205_2 Total Intensity	PGRMC1_AG205_3 Total Intensity	PGRMC1_AG205_4 Total Intensity	PGRMC1_AG205_5 Total Intensity	Indistinguishable Proteins
sp|Q9Y6M1|IF2B2_HUMAN	Q9Y6M1	IF2B2_HUMAN	IGF2BP2	599	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 2	1.0000	0.9990	9	77	77	85	4	2	3	4	3	1	1	2	1	3	7	7	10	7	6	2	3	2	5	4	4	2	3	4	3	1	1	2	1	3	7	7	10	7	6	2	3	2	5	4	5	2	3	5	3	1	1	2	2	3	7	8	10	8	7	3	4	2	5	4	6.927072E7	8.0975528E7	5.9339816E7	7.8667736E7	6.1144052E7	0.0	0.0	3.0219066E7	0.0	3.5050724E7	8.033852E7	7.7147552E7	7.9642456E7	7.0858872E7	6.5639924E7	7.8261224E7	7.3974064E7	6.9493752E7	7.5285664E7	9.4887912E7	6.927072E7	8.0975528E7	5.9339816E7	7.8667736E7	6.1144052E7	0.0	0.0	3.0219066E7	0.0	3.5050724E7	8.033852E7	7.7147552E7	7.9642456E7	7.0858872E7	6.5639924E7	7.8261224E7	7.3974064E7	6.9493752E7	7.5285664E7	9.4887912E7	8.057368E7	9.3109592E7	6.8401536E7	8.8040504E7	7.0578536E7	0.0	0.0	3.5077692E7	5.0252568E7	4.0164136E7	9.2499184E7	8.794648E7	9.1875144E7	8.2258304E7	7.3768112E7	8.9468568E7	8.5455192E7	8.0684832E7	8.6837768E7	1.09815344E8	
sp|Q9Y6M4|KC1G3_HUMAN	Q9Y6M4	KC1G3_HUMAN	CSNK1G3	447	36.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Casein kinase I isoform gamma-3	1.0000	0.9990	8	47	20	47	9	2	5	3	6	7	1	3	1	6	1	1	0	0	0	1	0	0	0	1	2	1	2	2	1	3	1	1	1	2	1	1	0	0	0	1	0	0	0	1	9	2	5	3	6	7	1	3	1	6	1	1	0	0	0	1	0	0	0	1	4.6854012E7	3.6762032E7	4.1741188E7	4.1906224E7	4.7660384E7	2.8576604E7	0.0	1.7337006E7	0.0	4.3214236E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8710418E7	0.0	2.006095E7	1.5851911E7	0.0	1.1997665E7	0.0	0.0	0.0	1.5188644E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6854012E7	3.6762032E7	4.1741188E7	4.1906224E7	4.7660384E7	2.8576604E7	0.0	1.7337006E7	0.0	4.3214236E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y6N5|SQOR_HUMAN	Q9Y6N5	SQOR_HUMAN	SQOR	450	10.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sulfide:quinone oxidoreductase, mitochondrial	1.0000	0.9990	3	10	10	10	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9151748E7	0.0	0.0	0.0	0.0	0.0	0.0	4.4072568E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9151748E7	0.0	0.0	0.0	0.0	0.0	0.0	4.4072568E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9151748E7	0.0	0.0	0.0	0.0	0.0	0.0	4.4072568E7	
sp|A2RUR9|C144A_HUMAN	A2RUR9	C144A_HUMAN	CCDC144A	1427	15.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 144A	1.0000	0.9952	2	11	0	11	0	0	1	1	0	1	1	1	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	0	1	0	0	0	0	1	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q8IYA2|C144C_HUMAN
sp|A6NCE7|MP3B2_HUMAN	A6NCE7	MP3B2_HUMAN	MAP1LC3B2	125	22.40	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1.0000	0.9990	3	27	0	27	0	0	0	0	0	3	2	2	2	3	0	0	0	0	0	3	3	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	3	0	0	0	0	0	3	3	2	3	4	0.0	0.0	0.0	0.0	0.0	3.00489344E8	2.31300816E8	2.51174912E8	1.98705728E8	3.53349376E8	0.0	0.0	0.0	0.0	0.0	3.33692256E8	3.21795392E8	2.2035488E8	2.66759024E8	5.13131264E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00489344E8	2.31300816E8	2.51174912E8	1.98705728E8	3.53349376E8	0.0	0.0	0.0	0.0	0.0	3.33692256E8	3.21795392E8	2.2035488E8	2.66759024E8	5.13131264E8	sp|Q9GZQ8|MLP3B_HUMAN
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0000	0.9990	2	17	0	17	3	3	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1.39870528E8	1.35907904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39870528E8	1.35907904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	41.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-27B	1.0000	0.9990	5	50	33	50	1	2	2	1	1	6	3	4	4	4	2	2	2	1	0	3	2	2	4	4	0	1	1	0	1	5	2	3	3	3	1	1	1	1	0	2	1	1	3	3	1	2	2	1	1	6	3	4	4	4	2	2	2	1	0	3	2	2	4	4	0.0	7.0561568E7	7.3280744E7	0.0	0.0	1.53577328E8	1.33562336E8	1.44884912E8	1.3429744E8	1.59375776E8	6.2588336E7	6.36984E7	5.7685532E7	0.0	0.0	1.3953592E8	1.41348144E8	8.9083792E7	1.50356288E8	1.26001376E8	0.0	0.0	0.0	0.0	0.0	9.3733064E7	7.2402792E7	6.9204504E7	8.0768792E7	8.0386144E7	0.0	0.0	0.0	0.0	0.0	9.1700352E7	0.0	0.0	1.0107448E8	8.3474712E7	0.0	7.0561568E7	7.3280744E7	0.0	0.0	1.53577328E8	1.33562336E8	1.44884912E8	1.3429744E8	1.59375776E8	6.2588336E7	6.36984E7	5.7685532E7	0.0	0.0	1.3953592E8	1.41348144E8	8.9083792E7	1.50356288E8	1.26001376E8	
sp|O00507|USP9Y_HUMAN	O00507	USP9Y_HUMAN	USP9Y	2555	7.20	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	0.9999	0.9990	2	9	1	9	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	41.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0000	0.9990	20	506	194	553	26	20	21	24	22	22	20	17	21	18	31	30	39	30	34	25	28	24	27	27	8	6	9	10	8	6	8	5	8	6	14	12	15	13	15	9	10	11	9	12	30	22	24	26	25	25	22	18	22	20	34	34	42	32	35	28	30	24	30	30	5.708647E8	6.8578675E8	6.6954931E8	6.415401E8	6.6114541E8	4.63793248E8	4.53638688E8	4.90612288E8	4.35604736E8	4.78600672E8	9.5753773E8	9.0253568E8	9.9145952E8	9.0553651E8	9.07072E8	7.0012134E8	6.7853376E8	6.875305E8	6.8471962E8	6.7320883E8	4.7690032E8	6.3400288E8	6.4550099E8	6.5708832E8	5.9511424E8	4.58200992E8	4.50172512E8	4.74677888E8	4.2700608E8	4.80116832E8	1.06334906E9	1.05364346E9	1.0947159E9	1.04178394E9	9.6807034E8	6.7366822E8	6.8431072E8	7.214992E8	6.4323078E8	6.1712563E8	6.3472742E8	7.3761715E8	6.9182208E8	6.5187277E8	7.1886989E8	4.8977328E8	4.61874624E8	4.9618944E8	4.3452832E8	5.0362992E8	9.498345E8	8.9082464E8	9.6548627E8	9.0451053E8	9.2739802E8	7.3573382E8	6.9320461E8	7.0677139E8	6.764288E8	7.068016E8	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	22.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0000	0.9990	5	79	40	79	3	4	2	4	3	5	5	4	5	4	3	3	4	2	6	4	4	5	5	4	1	1	0	3	1	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	4	2	4	3	5	5	4	5	4	3	3	4	2	6	4	4	5	5	4	3.8985744E7	3.8714928E7	3.432944E7	4.6777616E7	3.5255124E7	5.2897824E7	4.83702E7	4.4185444E7	4.0962424E7	5.5021252E7	5.282294E7	4.9633268E7	5.2726952E7	5.4099336E7	4.0843132E7	5.5567556E7	5.5781468E7	4.4788964E7	4.9376736E7	2.5321166E7	0.0	0.0	0.0	4.9756104E7	0.0	5.2252396E7	4.4738004E7	4.64596E7	3.8573964E7	5.96348E7	6.0195396E7	5.7993852E7	6.414526E7	5.5422084E7	4.8758952E7	0.0	6.0605076E7	4.4046228E7	4.4839664E7	2.727297E7	3.8985744E7	3.8714928E7	3.432944E7	4.6777616E7	3.5255124E7	5.2897824E7	4.83702E7	4.4185444E7	4.0962424E7	5.5021252E7	5.282294E7	4.9633268E7	5.2726952E7	5.4099336E7	4.0843132E7	5.5567556E7	5.5781468E7	4.4788964E7	4.9376736E7	2.5321166E7	
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	37.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0000	0.9990	4	11	1	11	1	0	0	0	1	1	0	0	0	2	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	1	0	3	1	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3513628E7	0.0	0.0	3.4338188E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3513628E7	0.0	0.0	3.4338188E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43464|HTRA2_HUMAN	O43464	HTRA2_HUMAN	HTRA2	458	30.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine protease HTRA2, mitochondrial	1.0000	0.9990	5	27	27	27	5	3	2	2	4	1	1	1	0	0	1	1	2	0	0	0	1	1	0	2	5	3	2	2	4	1	1	1	0	0	1	1	2	0	0	0	1	1	0	2	5	3	2	2	4	1	1	1	0	0	1	1	2	0	0	0	1	1	0	2	8.683164E7	1.00887776E8	1.00452952E8	1.07151904E8	1.0074536E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757864E7	0.0	0.0	0.0	0.0	0.0	0.0	7.5857064E7	8.683164E7	1.00887776E8	1.00452952E8	1.07151904E8	1.0074536E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757864E7	0.0	0.0	0.0	0.0	0.0	0.0	7.5857064E7	8.683164E7	1.00887776E8	1.00452952E8	1.07151904E8	1.0074536E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757864E7	0.0	0.0	0.0	0.0	0.0	0.0	7.5857064E7	
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	43.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorting nexin-3	1.0000	0.9990	3	12	7	12	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	2	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	2	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2177392E7	6.4892176E7	0.0	5.1067932E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2177392E7	6.4892176E7	0.0	5.1067932E7	0.0	
sp|O60684|IMA7_HUMAN	O60684	IMA7_HUMAN	KPNA6	536	18.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-7	1.0000	0.9990	3	90	65	90	4	3	3	4	6	5	5	4	5	5	4	5	6	3	4	5	6	4	4	5	3	2	2	3	4	4	4	3	3	4	3	4	5	2	3	3	4	2	3	4	4	3	3	4	6	5	5	4	5	5	4	5	6	3	4	5	6	4	4	5	2.5495824E7	2.3138492E7	2.6027804E7	2.8515838E7	2.73659E7	3.1169886E7	2.7135798E7	2.5795638E7	2.4405758E7	2.7820834E7	2.8804798E7	2.449472E7	2.6885444E7	3.0666748E7	2.6125532E7	2.6604182E7	3.036645E7	1.974266E7	2.87353E7	1.7820658E7	2.1112186E7	1.8291574E7	1.7680822E7	2.3189094E7	2.0663878E7	2.356114E7	2.0842708E7	1.8999944E7	1.9552606E7	2.1113644E7	2.0722686E7	1.6255923E7	1.7920048E7	2.2527072E7	2.2188658E7	1.9365038E7	2.2141906E7	1.623921E7	2.645697E7	1.4074685E7	2.5495824E7	2.3138492E7	2.6027804E7	2.8515838E7	2.73659E7	3.1169886E7	2.7135798E7	2.5795638E7	2.4405758E7	2.7820834E7	2.8804798E7	2.449472E7	2.6885444E7	3.0666748E7	2.6125532E7	2.6604182E7	3.036645E7	1.974266E7	2.87353E7	1.7820658E7	
sp|O75044|SRGP2_HUMAN	O75044	SRGP2_HUMAN	SRGAP2	1071	16.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLIT-ROBO Rho GTPase-activating protein 2	1.0000	0.9990	4	16	2	38	0	0	0	0	0	0	0	0	0	0	3	3	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	4	4	5	5	4	1	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4937904E7	2.0319368E7	4.0692408E7	3.0494588E7	4.044162E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63401664E8	1.24944464E8	1.66100848E8	1.23484664E8	1.63927344E8	0.0	0.0	0.0	0.0	0.0	
sp|O75190|DNJB6_HUMAN	O75190	DNJB6_HUMAN	DNAJB6	326	30.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 6	1.0000	0.9990	4	7	5	7	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75348|VATG1_HUMAN	O75348	VATG1_HUMAN	ATP6V1G1	118	49.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-type proton ATPase subunit G 1	1.0000	0.9966	4	9	6	9	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75494|SRS10_HUMAN	O75494	SRS10_HUMAN	SRSF10	262	23.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 10	1.0000	0.9990	5	107	82	107	5	5	7	2	5	2	2	2	2	2	8	6	7	6	8	7	9	6	8	8	4	4	6	2	5	1	2	2	2	2	5	4	4	5	6	5	6	5	6	6	5	5	7	2	5	2	2	2	2	2	8	6	7	6	8	7	9	6	8	8	2.97626528E8	3.5150912E8	3.36637952E8	3.73633728E8	3.24638112E8	1.36962672E8	0.0	1.88368368E8	1.98146832E8	1.61517616E8	3.56164576E8	3.2073856E8	3.82997504E8	4.06367968E8	4.07389696E8	3.95086528E8	3.6617088E8	3.44295136E8	3.30779648E8	4.4278208E8	2.796352E8	3.33412384E8	3.21802912E8	3.6124512E8	3.11259648E8	0.0	0.0	1.82552032E8	1.91516528E8	1.55896848E8	3.364736E8	3.23134144E8	3.71704E8	3.8334896E8	3.910224E8	3.4655312E8	3.45521152E8	3.21041664E8	3.01350848E8	4.33447808E8	2.97626528E8	3.5150912E8	3.36637952E8	3.73633728E8	3.24638112E8	1.36962672E8	0.0	1.88368368E8	1.98146832E8	1.61517616E8	3.56164576E8	3.2073856E8	3.82997504E8	4.06367968E8	4.07389696E8	3.95086528E8	3.6617088E8	3.44295136E8	3.30779648E8	4.4278208E8	
sp|O95166|GBRAP_HUMAN	O95166	GBRAP_HUMAN	GABARAP	117	25.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-aminobutyric acid receptor-associated protein	1.0000	0.9990	2	14	1	14	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	1	0	3	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	1	0	3	2	2	0.0	0.0	0.0	0.0	0.0	3.5867844E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1191212E7	3.7709484E7	5.2493632E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5867844E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1191212E7	3.7709484E7	5.2493632E7	
sp|P00367|DHE3_HUMAN	P00367	DHE3_HUMAN	GLUD1	558	61.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamate dehydrogenase 1, mitochondrial	1.0000	0.9990	21	291	73	291	22	17	18	12	23	19	17	18	13	26	8	10	10	8	10	14	12	8	11	15	5	6	5	4	6	6	5	6	3	4	2	2	2	2	3	3	3	0	2	4	22	17	18	12	23	19	17	18	13	26	8	10	10	8	10	14	12	8	11	15	2.64153856E8	2.41329616E8	2.15234016E8	2.46740864E8	2.39871824E8	2.74387712E8	2.42815376E8	2.2812408E8	2.4750256E8	3.0215344E8	1.28109872E8	1.32974456E8	1.46913152E8	1.28335728E8	1.25050376E8	1.65305744E8	1.71897696E8	1.64706576E8	1.08487128E8	2.22816592E8	2.13932384E8	2.0581512E8	1.55385792E8	1.2755764E8	1.87871456E8	1.77762592E8	1.28429168E8	1.26165256E8	1.03920672E8	2.25415856E8	1.09776112E8	1.25101984E8	1.14220712E8	1.04461896E8	8.1963168E7	1.44974688E8	1.07771088E8	0.0	8.052772E7	1.84150432E8	2.64153856E8	2.41329616E8	2.15234016E8	2.46740864E8	2.39871824E8	2.74387712E8	2.42815376E8	2.2812408E8	2.4750256E8	3.0215344E8	1.28109872E8	1.32974456E8	1.46913152E8	1.28335728E8	1.25050376E8	1.65305744E8	1.71897696E8	1.64706576E8	1.08487128E8	2.22816592E8	
